,0,0.1,0.1.1
548,他们得到的才是全道成,她们得到的才是全道成,1
6730,一个三足鼎立甚至四足鼎立亚洲的问鼎也不会太遥远的新时代即将开始,一个三足鼎立足足千前立亚洲洲的问题也不会太遥远的新时代将即开始,0
5279,侈心一动,心心一动,0
11564,为09时所需运行费用最省,为09时所需运行费用最省,0
6601,发展知识农业经济,发展知识农业经济,0
9136,他们不能完全按照社会规律去了解社会,她们不能完全按照社会规律去了解社会,1
13477,亚洲国家虽然在二次大战以后兴起的民族解放运动潮流中,亚洲国家虽然在二次大战以后兴起的民族解放运动潮流中,0
5897,当时他已是很有声望的学者和戏剧家了,当时她已是很有声望的学者和戏剧家了,1
14765,缺少原创性的努力,缺少原创性的努力,0
9691,牢牢吸引观众关注他们的爱情结局,牢牢吸引观众关注她们的爱情结局,1
12810,她同袄教徒费罗兹甘地结婚后改姓甘地,他同西教徒徒罗兹甘地结婚后改姓甘地,1
3880,其他的物种都没有思想的积累,其她的物种都没有思想的积累,1
5793,但他们却栖居在欧美,但她们却栖居在欧美,1
1233,从1828年起在西藏志出版后,从1828年起在西藏志出版后,0
14859,从根本上带动本世纪30年代资本主义国家走出过剩危机的是产业固定资产的大规模更新,从根本上带动本世纪300资本主义国家走出出现过剩的机产是产定定产产业的大规模式,0
4686,更重要的是在人与人关系上,更重要的是在人与人关系上,0
2501,扩大生产规模,扩大生产模,0
13696,不仅给我们带来了经济上骄人的快速增长,不仅给我们带来了经济上骄人的快速增长,0
6881,他指出政治体制改革很复杂,她指出政治体制改革很复杂,1
1073,他特别指出胡适和康白情在具体的创作中就融化有词曲的音节,她特别指出胡适和康白情在具体的创作中就融化有词曲的音节,1
14048,哥伦比亚确定了以自我管理和自我评估为基础的企业活动战略,姐伦比亚确定了以自我管理和自我评估为基础的企业活动战略,1
12278,全国平均每户雇工不过十三四人,全国平均每户雇工不过十三四人,0
1696,更是商人资本掠夺本性的反映,更是商人资本掠夺本性的反映,0
13537,选择种植的权利,选择种植的权利,0
4636,我们就抢先一步堵住他的通道,我们就抢先一步堵住她的通道,1
7792,世界经济一体化和金融全球化的进程正在不断加快,世界经济一体化和金融全球化的进程正在不断加快,0
9265,无不把教师素质的提高作为重要内容,无不把教师素质的提高作为重要内容,0
14598,每节12,每节12,0
5426,笔画的使用显然是不均匀的,笔画的使用显然是不均的,0
6341,中国队现在没这个本事,中国队现在这这本本事,0
9433,正如江泽民在1997年12月中央召开的党外人士座谈会上所讲的,正如江泽民在1997年12月中央召开的党人人士座会会上所讲的,0
8570,他们分布在哪些地区,她们分布在哪些地区,1
12783,实现了70年代后期以来的粮食基本自给,实现了70年代后期以来的粮食基本自给,0
12855,附图图廖修平先生向与会代表提出一个问题,附图图廖修平女士向与会代表提出一个问题,1
9852,世界整体发展的步伐也大大加快了,世界整体发展的步伐也大大加了,0
13020,从而此时程序的并行程序加速比在一次迭代的过程中,从而此时程序的并行程序加速比在一次迭代的过程中,0
6514,他只是否认生产资料是真正意义上的商品,她只是否认生产资料是真正意义上的商品,1
5475,观察八女投江塑像,观察八男投江塑像,1
2610,我们还可以概括出若干类其它特征,我们还可以概括出若干类其特征,0
12395,因为她的流泪,因为他的流泪,1
2032,获大专文凭者7人左右,获大专文凭者7人左右,0
13279,甚至发生死亡,甚至发生死亡,0
7805,也不亏待的良种母马,也不亏待的良种父马,1
629,劳申伯格的白色绘画,劳申姑格的白绘绘画,1
13974,黑麦草是耐寒植物,黑麦草是耐寒植物,0
860,在一定程度上影响到整个左派的团结,在一定程度上影响到整个左派的结婚,0
708,这类方法包括对无效率的企业提供亏损补贴和一系列其他软化预算约束的措施,这类方法包括对无效率的企业提供亏损贴贴和一系列其她软化软算约束的措施,1
11263,他在从事资本论第一卷德文第三版的准备工作,她在从事资本论第一道德文第三版的准备工作,1
8807,他作为一名现实主义者的成功之日,她作为一名现实主义者的成功之日,1
39,我国人均耕地少于0053公顷的有北京天津上海湖南浙江广东福建贵州等八个省直辖市,我国人均耕地于于0003公顷的北北北京上海上湖湖江江江东广福福州州州等省平市市,0
9548,将在线素两侧近似平行的内外轮廓部分标示出来,将在线两两侧近近平行的内外轮廓部分标示出来,0
2555,是今后的课题,是今后的课题,0
11791,当载体表面形成生物膜时,当载体表面形成生物时时,0
1309,为他们成才打下坚实基础,为她们成才打下坚实基础,1
6491,他作为一个熟知古今兴亡大历史的学者,她作为一个熟知古今兴亡大历史的学者,1
752,才能为社会主义民主创造更广泛更厚实的社会条件,才能为社会主义民主创造更广泛更厚的实社条件,0
7991,北京大学出版社,北京大学出社,0
10726,并非盲人瞎马,并非盲人马马,0
8156,他断言介于古代与现代之间的中世纪是过渡阶段81,她断言介于古代与现代之间的中世纪是过渡阶段81,1
4778,他决不对人物的心理作孤立静止的抽象描写,她决不对人物的心理作孤立静止的抽象描写,1
2004,布隆迪拿了男子5000米金牌,布隆迪拿了女子5000米金牌,1
10415,是划清八个基本界限必须紧紧把握的要害,是划清八个基本界限必须紧紧把握的要害,0
3530,该润滑剂以水为基体,该滑滑剂以水为基体,0
11167,出现了一些曲折,出现了一些折折,0
1798,李万春先生演时,李万春女士演时,1
2660,而对第个传感器的敏感程度已经设定,而对第个传感器的敏感程度已经设定,0
5275,就象在的不完全竞争经济学和资本的积累中的语言数学,就象在的不完全竞争经济学和资本的积累中的语言数学,0
6518,把充分发挥市场机制的作用同切实加强和改善宏观调控结合好,把充分发挥市场机制的作用同切实加强和改善宏观调控合作,0
11651,社会需要是发明之母,社会需要是发明之父,1
10314,他们若想在这些方面取得进展,她们若想在这些方面取得进展,1
14569,我国农业仍受旧体制和双轨制的夹击,我国农业仍受旧体制和双轨制的夹击,0
13334,希腊人追求享受和快乐并不意味他们怕死,希腊人追求享受和快乐并不意味她们怕死,1
11646,爹也分布在上海及其周围地区,也也分布在上海及其周围地区,1
2037,注梁斌漫谈红旗谱的创作因此他借当时的典型化手段,注梁徐红习红红谱的创作因此她借当时的典型手段,1
7666,而他们的精神又根本无法驾驭生存物欲,而她们的精神又根本无法驾驭生存物欲,1
9758,同她们几人相比,同他们几人相比,1
9235,做到了开发一片成一片,做到了开发片成一片片,0
2932,谁不赞成他们那一套,谁不赞成她们那一套,1
10196,鼓励他们致富不忘国家,鼓励她们致富不忘国家,1
7633,而不包括个别国家执行20世纪60年代联合国曾经对罗得西亚,而不包括个别国家执行20世纪60年代联合国曾经对对罗得西,0
7352,1是否满足约束方程,1是否满足约束方程,0
5338,在雨季或其他外部环境因素影响下,在雨季或其她外部环境因素影响,1
5184,他还特别指出它的可贵的一点,她还特别指出它的可贵的一点,1
6235,高可靠性管道运输计划是提高关键焊接结构可靠性与寿命的综合方法的一个实例,可靠靠性管道运行划计是提高关系焊接结构性可能性格命的综合方法的一个实例,0
931,有的专家主张,有的专家主张,0
8035,斗争哲学则成为新的文化传统,斗争哲学则成为新的文化传统,0
11321,在今天执行的劳工法例,在今天执行的劳工者,0
4428,并将此事告诉了袁鑫父亲,并将此事告诉了袁鑫母亲,1
7363,其他类型非国有经济大中型企业的数量渐渐增加,其她类型非国有经济大中型企业的数量渐渐增加,1
9688,河南偃师人,河南师师人,0
8008,鹿儿为何保护她,鹿儿为何保护他,1
13310,将其加温熔化后降温,将其加温化后降温,0
12098,但他们的影响并不因为其自身的消匿而停止,但她们的影响并不因为其自身的消匿而停止,1
13997,建骨架塑料大棚56个,建骨架塑料大棚56个,0
14425,只是在80年代后期以来,只是在80年代后期以来,0
13536,切实促进农村突出问题的解决,切实促进农村突出问题的解决,0
7422,他分别对1987年5月1988年5月和1989年5月的人民日报的新闻稿进行了内容分析,她分别对1987年5月1988年5月和1998年5月的人民日日的新闻稿进进行了内容分,1
2396,决定外资的适当规模和投向,决定外资的适当规模和投向,0
7480,建立在他们对美国社会性质的规定,建立在她们对美国社会性的规定,1
14055,可以提高粮食作物产量,可以提高粮食作物产量,0
1657,找到了既属于他自己,找到了既属于她自己,1
4851,分别按照他的理智意志和情欲而派生的智慧勇敢和节制的品德,分别按照她的智意意志和情欲而派生的智慧勇敢和节制的德品,1
820,世界500家最大公司中,世界500家最大公司中,0
5849,满汉复任各官,满汉复任官官,0
3711,因为他们是能够以别个国家或在别种条件之下所达到的标准为标准,因为她们是能够以别个国家或在别种条件之下所达到的标准为标准,1
7893,他们不满足于传统的灌输式教育,她们不满足于传统的灌输教育,1
4966,捷队虽有高大队员防他,捷队虽有高大队员防她,1
12797,一个顶天立地的英雄,一个顶天立地的英雌,1
7146,并对其加以改进,并对其加以改进,0
11433,一味地咒骂他是痞子文学流氓文学,一味地咒骂她是痞子文学流氓文学,1
5813,他反复强调指出中国整理海军,她反复强调指出中国整理海军,1
304,而他们所参赛的项目又恰恰是针对武汉比赛中水平较低的一些项目而来的,而她们所参赛的项目又恰恰是对毛汉比赛中水平近低的一些项目而来的,1
5316,但是我们也要看到,但是我们也要到看,0
13633,姑且名之曰新理学的文艺观,④且名之曰新理学的文观,1
4174,企业的固有产品结构产业结构与市场经济的矛盾日益尖锐,企业的固有产品结构产业结构与市场经济的矛盾日益锐锐,0
9048,阿来声称他喜欢美国作家福克纳的作品,阿来声称她喜欢美国作家福克纳的作品,1
7389,采用经典控制理论的时域方法设计悬浮控制器,采用经典控制理论的时域方法设计悬收控制器,0
3375,蔡先生反复叮咛学生以后望注意自治二字,蔡女士反复叮叮学生以后望注意自治二字,1
9037,李先念主席的夫人林佳楣全国政协副主席马文瑞等参加了宴会,李先主席的先生林佳佳·全国政协副主席马文瑞等参加了宴宴,1
14151,在粮食供给方面,在粮食供给方面,0
2925,随着经济全球化的演进以及管理方式的变化,随着经济全球化的演进以及管理方式的变化,0
8565,他不同程度地熟悉故事中的主人公,她不同程度地熟悉故事中的主人公,1
4952,对文学革命发生兴趣,对文学革命发生兴趣,0
13478,他会通过自己的艺术改革来克服这种历史局限性的,她会通过自己的艺术改革来克服这种历史局限的性,1
425,他们的生活得到了很大的改善,她们的生活得到了很大的改善,1
13895,除统计学本身的专业课外,除统计学本身的专业课外,0
9673,从文学角度而言,从文学角度而言,0
4360,南流的河水,南流的河水,0
9394,他们的身体素质无疑也是一个现实问题,她们的身体素质无疑也是一个现实问题,1
6970,帮助修改可由小先生批改,帮助修改由由小女士改,1
11584,他的悲剧既是时代的悲剧,她的悲剧既是时代的悲剧,1
12256,气数是一个变动,气数是一个变动,0
195,他为两部影片创作了三首歌词江汉渔歌主题歌江汉渔歌,她为两部影片创作三三首歌词江汉渔歌主题歌江汉渔歌,1
6824,他的剧本搬迁者１９７１等大多反映当代题材,她的剧本搬迁者１９７１等大多反映当代题材,1
5185,他们用自己超群出众的史才文才辩才,她们用自己超群出众的史才文才才备,1
8162,小儿女以米团插花置鼠穴旁,小儿男以米团插花置鼠穴旁,1
9022,但实际上非常能锻炼人的意志,但实际上非常能锻炼人的意志,0
12715,他主张美国货币供应量每年增加45,她主张美国货币供应量每年增加4,1
9835,他指出提高高级干部的素质,她指出提高高级干部的素质,1
1013,发达国家想利用制定新规则来进一步打开其他国家的农业服务业等市场,发达国家利用来定定规律来进进一步打开其她国家的农业服务业等市场,1
13151,ｋ在最初两年为０,直在最初两年为０,0
9440,便只能在该处理机上执行,便只能在该处理机上执行,0
3248,他们鼓吹苏东的解体和演变是共产主义的失败,她们鼓吹苏东的解体和演变是共产主义的失败,1
10306,延迟时间3τ1,延迟时间31τ,0
3622,提倡各民族互帮互助,提倡各民族互帮助助,0
11130,必须妥善解决,必须妥善解决,0
5677,为中国女运动员的成长提供了精神上和物质上的保证,为中国男运动员的成长提供了精神上和物质上的保证,1
7049,尽管他对形式主义持批判态度,尽管她对形式主义持批判度,1
6040,14正是从父子君臣家国这些范畴上着眼,14正是从母子君臣国家这些范畴上着眼,1
7688,每降低一个浓度单位平均需21年从2降低至1则需91年因此,每降低一个浓度单位平均需21年从2降低至1原则99年此因,0
1705,21,21,0
6797,约请海外专家学者就环保问题和国有企业改革问题发表意见,约请海外专家学者就保护问题和国有企业改革问题发表意见,0
9040,汪晖和他的反抗绝望鲁迅的精神结构与呐喊彷徨,汪晖和她的反抗绝望鲁迅的精神结构与呼喊哥康,1
7320,裤腰带松了,腰腰松松了,0
4787,这或许是一个老套的形式,这或许是一个老套的形式,0
12004,比毛泽东和周恩来年轻的邓小平,比毛泽东和周恩来年轻的邓小平,0
13407,应超越一种非科学的认识判断坚持社会主义劳动力商品论是思想解放,应超越一种非科学的认识判断坚持社会主义劳动力商品论是思想解放,0
13042,而且政治委托人能几近免费地得到这些信息,而且政治委托人能几近免费地得到这些信息,0
12508,这些记述都承认了卢沟桥事变是日军打的第一枪,这些记都都承认了卢桥桥事变是日军打的第一枪,0
3441,我们这里在19501977年使用国民收入增长率,我们这里在19501977年使用国民收入增长率,0
12568,主要有贫穷落后政治动荡不安政府能力低贫富悬殊,主要有贫穷落后政治动荡安安政府能力低贫贫富殊,0
1806,故预防是基本原则,故预防是基本原则,0
1850,他提出的市场经济主体论是第四个论,她提出的市场经济主体论是第四论论,1
12592,丧失了追求精神的自由而娱乐与新闻事业的产品,丧失了追求精神的自由而乐乐与新闻事业的产品,0
9588,他们的空间自由度大了,她们的空间自由度大了,1
5573,马俊亚根据他对近代江南工业资本与农村社会关系的研究,马俊亚根据她对近代江南工业资本与农村社会关系的研究,1
5016,并在国家法规政策投入等方面采取有效措施,并在国家法规政策投入等方面采取有效措施,0
11162,他们需要了解本专业的历史和发展过程,她们需要了解本专业的历史和发展过程,1
5627,越南对外贸易保持了较快增长势头,越南对外贸易保持了较快增长头,0
9662,当这两个相反的力量相等的时候,当这两个相反的力量相等的时候,0
2880,但政府对农业的投资价格保护却很高,但政府对农业的投资价格保护却很高,0
11485,导演甚至也强调剧本第一幕中抛儿别女的悲剧情调,导演甚至也强调剧本第一幕中抛儿男别的悲剧情调,1
9148,控制回路80个,控制回路80个,0
11117,人们惊呼雷锋叔叔不在了,人们惊呼雷锋阿姨不在了,1
12389,因此我们在复杂的国际国内环境下经受了考验,因此我们在复杂的国际国内环境下经受了考验,0
4470,他创立了马克思列宁主义的中国版毛泽东思想,她创立了马克思列宁主义的中国版毛泽东思想,1
7113,许多活跃于当今的后现代时期在西方约起始于1970年的艺术家,许多活跃于比今后的现代时期在西方约起始于1970年的艺术家,0
1626,目前中国将是最有吸引力的制成品生产地,目前中国将是最有吸引力的制成品生产地,0
14441,因为这个女儿到乡镇企业拿的工资非常低,因为这个男儿到乡镇企业拿的工资非常低,1
10914,把一些思想进步社会活动能力强具有一定影响力的学生干部共青团员活动骨干分子渗透到他们的群体中去,把一些思想进步社会活动力强知具有一定影响力学的生干部生员团动员活动骨干分子透到到她们的群体中,1
336,4工业减废技术41仓储管理整个生产过程中原料的控制是十分重要的一环,4工业公移技术14卫管理整个生产生过中原料的控制分是十分重要的一环,0
11713,钝化了他们本来应该具有的艺术禀赋和艺术敏感,钝化了她们本来应该具有的艺术禀赋和艺术敏感,1
7810,如大连市出台的旅游信贷,如大连市出台的旅游信贷,0
1607,具体做法是一调查摸底,具体做法是一调查底,0
1011,二缘起与发展就西方女性主义本身而言,二缘起与发展就西方男性主义本身而言,1
11587,这才是解决搭便车问题的更有效的钥匙,这才是解决便便车问题的更有效的钥匙,0
9309,赞同最高人民法院工作报告最高人民检察院工作报告以及其他报告,赞同最高人民法院工作报告最高人民检察院工作报告以及其她报告,1
5698,反映了伯益,反映了姑益,1
5952,通过改变施用方法和施用习惯来减少氨气损失,通过改变施用方法和施用习惯来减少气气损失,0
8509,而要以边挤边燃烧方式获得脉冲曲线,而要以边边边燃烧方式获得脉冲曲线,0
9788,用生理盐水淋洗红血球,用生理盐水淋洗红血球,0
12374,对各级工会领导部门来说,对各级工会领导部门来说,0
5511,近代中国人民对西方民主思想的接触,近代中国人民对西方民主思想的接触,0
5153,社会也没有因为他们问题层出,社会也没有因为她们问题层出,1
4318,搞锦标主义必然要招降纳叛,搞锦标主义必然要招降纳叛,0
12468,人的自由状态和自由精神不能囿限于人的精神文化层面,人的自由状态和自由精神不能限于人的精神文化层面,0
13758,我们也会发现他对环境变化的识别,我们也会发现她对环境变化的识别,1
10623,这是对各级政府环境意识的真正考验,这是对各级政府环境意识的真正考验,0
598,如无关紧要的年代数字地名人名和其他事物名称等等而进一步增加对历史思维能力考查的比重,如无关于前的数数数名地名人名和其她事物名等等而统一步增加对历史思维力能考查的比重,1
9111,就应该切实教给他们终身自主的学习所必要的能力和人格形成的基础知识基本技能,就应该切实实给她们终自身主的学习必要的能力和智格人成成的基础知识基本技能,1
13180,而是生活在过去的那些男男女女,而是生活在过去的那些女女女女,1
9681,且扬扬语人曰父母违犯天条,且扬扬语人曰母父违犯天条,1
11821,中国女排的落后因素是多方面的,中国男排的落后因素是多方面的,1
13123,他们指出只有随着生产力的这种普遍发展,她们指出只有随着生产力的这种普遍发展,1
4332,即投影寻踪回归,即投影寻回归归,0
5909,他们的生产率和收入就将是较低的,她们的生产率和收入就将是较低的,1
7678,真实地展示了他为适应社会的沧桑巨变而不断地重新塑造自我的苦闷和冲突,真实地展示了她为适应社会的郁郁巨变而不断重新来自自我们的苦闷和冲突,1
12944,不得姑妄改之这与板腔体唱法截然不同,不得妄妄改之这与板腔体法唱截然不同,1
11264,他给悲剧下的定义是,她给悲剧下的定义是,1
13722,兴办股份合作企业或其他事业,兴办股份合作企业或其她事业,1
1248,他指出法国的现代小说给西方现实主义打开了一个全新的局面,她指出法国的现代小说给西方现实主义打开了一个全新的局面,1
8610,是否有利于促进本地人与外地人的团结,是否有利于促进本地人与外地人的团结,0
12244,要吸引多方投资加快发展,要吸引多方投资加快发展,0
1740,把他们作为中国新文化的方向的代表而根本否定鲁迅的方向,把她们作为中国新文化的方向的代表而根本否定迅鲁的方向,1
1775,但在信息服务方面的发展要远远超出其他系统,但在信息服务方面的发展要远远超出其她系统,1
13609,他对海南不但不觉荒蛮,她对海南不但不荒荒蛮,1
11313,钱先生的观点我是赞同的,钱女士的观点我是赞同的,1
7749,这一段,这段一,0
3319,这形成了他认识论的牢固的根基,这形成了她认识论的牢固的根基,1
11541,也是传统金融向现代金融发展的必然趋势,也是传统金融向现代金融发展的必然趋势,0
7166,从而在社会公共生活中排除对没有人情关系的他人或陌生人伦理上的关切与考虑,从而在社会公共生活中排除对没有人情关系的她人或陌生人伦理上的关切与考虑,1
10877,不受任何其他原则或机构束缚,不受任何其她原则或机构束缚,1
1904,河南财经学院马列部,河南财经学院马列部,0
9156,一些最重要的反垄断法就主要来自美国,一些最重要的反垄断法就主要来自美国,0
3587,他还讲裁非其类以养其类,她还讲裁非其类以养其类,1
11338,她对记者说我是第一次来北京旅游,他对记者说我是第一次来北京旅游,1
3637,一大批最有理论素养的高级军事人才连同他们进步的学术思想被铲除,一大批有有理论素养的高级军事人才连同她们进步的学术思想被除除,1
8841,路径索引的检索性能并不是最好的,路径索引的检索性能并不是最好的,0
696,但均是散点式的或一家一家一个人或夫妇俩的个别迁入,但均是散点式的或家一家家一个人或夫夫结的个别而入,0
10521,他说艺术作品,她说艺术作品,1
5002,这条主干道从东到西连接的南中国海北部湾安达曼海孟加拉湾印度洋阿拉伯海是古代海上丝路必经之地,这条主道干东到到西接接湾的北南北湾海湾湾海海海海拉加印印印印阿阿拉姑海海海海上海丝路必之地,1
10496,女生寝室尤其如此,男生寝室尤如此,1
5175,2在进口情况下,2在进口情况下,0
12921,也与他们使用的概念的模糊性和多义性有关,也与她们使用的概念的模糊性和多义性有关,1
8106,既为了能继续保持和胖女人的关系,既为了能继续保持和胖男人的关系,1
14289,依照他对人物的独特视角所及和深层次的理解,依照她对人物的独特视角所及和深层次的理解,1
1518,一旦初次制度创新带来的新的潜在收益机会的差异,一旦初次制度创新带来的新的潜在收益机会的差异,0
7786,而经济目标要实现小康水平,而经济目标要实现小康水平,0
3220,他首先指出,她首先指出,1
12552,全国公路里程达到１１４万公里,全国公路里程达到１１４万公里,0
10880,使他有可能开始接近造纸事业,使她有可能开始接近造纸事业,1
9467,他们是上帝的选民,她们是上帝的民民,1
2067,此举相继增加了行路的类型,此举相继增加了行路的类型,0
11341,他们的经济基础还十分脆弱,她们的经济基础还十分脆弱,1
2115,还必须培养出一批既熟悉中华民族传统文化又熟悉西方文化的制片人和编导,还必须培养出一批既熟悉华民族族传统文化熟悉悉西文化的制的片人和任编,0
12695,另一类要处理的事件就是救护车的返回事件,另一类要处理的事件就是护护车的返回事件,0
7393,古代叙事诗作家们似乎施展了历史给予他们尽可能的创造力,古代叙事诗作家们似乎施展了历史给予她们尽可能的创造力,1
2685,印度相继成立了许多妇女协会,印度相继成立了多多男协会,1
5552,特别是青年,特别青年青,0
6926,拯救他们脱离埃及法老的奴役,救救她们脱离埃及法老的奴役,1
8970,制种中花粉高效利用原则通过栽培技术措施来提高父本花粉传授过程中的高效利用率,制种中花粉高效利用原则通过栽培技术措施来提高母本花粉花传过程中的高效利用率,1
7508,具有财政关税的色彩而非竞争性的进口生产资料是国内工业企业发展所匮乏的国外的资源,具有财政资源的色彩而非竞争性化进口的资料是资国内工业业业所展管资乏的国际的资源,0
10505,而在独生子女家庭,而在独生子男家庭,1
1464,会大大改变中国男排的不景气现状,会大大改变中国女排的不景气现状,1
10577,听他们的课,听她们的课,1
3391,描述阿喜婆与打工妹之间情意的影片安居,描述阿喜婆与打工弟之间情意的影片安居,1
7920,公有制经济才是社会主义经济制度不可或缺的经济基础么,公有制经济才是社会主义经济制度不可或缺的经济性,0
6500,而是把他们写成忠实于土司的手艺人,而是把她们写成忠实于土司的手艺人,1
6058,关键词历史史学历史智慧学风一面向新的世纪,关键词历史史学历史智慧学风一面向新的世纪,0
136,好一派欣欣向荣的景象那高高耸立的竖井巨大宽敞的矿石破碎房依山而建的布达拉宫式的选矿厂,一好感乐欣耶景的景景这高高立的北造而远居大的的矿矿石尚拜依山的布布布拉娜的的厂厂厂,0
11571,无论什么大的力量都将压抑不住,无论什么大的力量都将压抑不住,0
3046,在少数民族的政治生活中,在少数民族的政治生活中,0
7811,处于被压抑受排斥的地位,处于被压抑受排斥的地位,0
7863,对于以家庭联产承包为主的责任制和统分结合的双层经营体制,对于以家庭联产承包为主的责任制和统分结合的双层经营体制,0
6165,这次我们请的几位主讲先生,这次我们请的几位主讲女士,1
2513,而是母亲对一个新的生命的孕育,而是父亲对一个新的生命的育,1
6904,″″,″″,0
861,不要同那些款爷阔佬攀比要加强自身道德修养,不要同那些款阔阔攀比比要加强自身道德修养,1
6819,使环境外交成为名副其实的首脑外交,使环境外交成为名副其实的首脑外交,0
4152,只要他能站到反满行列中来,只要她能站到反满行列中来,1
9749,19813,19813,0
3860,总统库瓦斯和他的盟友军中强人奥维多被认为是罪魁祸首,总统库瓦斯和她的任军军中强人维曾被被认为是罪魁祸首,1
6545,他们可以随意压低和克扣,她们可以随意压低和克扣,1
3764,有位艺术家说绘画中处处有科学,有位艺术家说绘画中处处有科学,0
14470,从总体上看,从总体上看,0
7220,社会主义民主是社会主义法制的前提和基础,社会主义民主是社会主义法制的前提和基础,0
12381,对雄性大鼠过度负荷下血红蛋白尿蛋白血乳酸含量变化及心肌组织结构变化进行观察测试与分析,对男性雌大过度重下血白白蛋白白白血血酸酸量变化变化肌肌组织结构变化进行测测试察与分析,1
12865,注粤游杂咏序,注粤游杂咏序,0
4923,请求执行规定的动作基于这两个基本通信行为,请求执行规定的动作基于这两个基本通信行为,0
1368,夏后启传太康中康以后,夏后启传太康康以后,0
5723,目前大部分都有大企业和大集团或知名品牌作支撑的龙头企业,目前大部分都有大企业和集团团或批名品牌作支撑龙头企企业,0
9107,在他们所看来,在她们所看来,1
10042,有力推动我国改革和发展的进程,有力推动我国改革和发展的进程,0
5589,日本要求老师教给学生重要的活动技能和技巧,日本要求老师教给学生重要的活动能和和技巧,0
1492,但汤用彤先生等也没有错,但汤用彤女士等也没有错,1
14731,正因为我们党始终把人民利益放在首位,正因为我们党始终把人民利益放在首位,0
8270,一般选择易与碳化物形成难溶金属化合物的金属元素盐溶液作为涂层处理剂,一般选择碳与碳化物形成难溶金属合物合的金属元素碳液液作为涂层处理,0
4632,但到１９７５年时已达２０余万名教员,但到１９７５年时已达２０余万名教员,0
12753,三２１世纪的农业科学技术１２１世纪农业科技发展的基本趋势农业科技是现代农业的强大动力和支持,三．２年纪的农业科技技术１１９世纪农业科技发展的基本趋势农业科技是现代农业的大大力运和支持,0
10338,部分按历史责任分配,部分按历史责任分配,0
11104,3加大统计法宣传力度和执行力度,3加大统计法宣传力度和执力度,0
10536,比价水平的变化状况完全反映着收益的变化状况,比价水平的变化状况完全反映着益益的变化状况,0
14887,1998认为新区域主义主要有以下几个特点1当代区域主义一个典型的特征是,1998认为新区域主义主要有以下几个特点190代域主义一个典型的特征是,0
3853,主要研究领域为软件自动化,主要研究领域为软件自动化,0
8456,这些文艺的关系范畴之间和关系范畴内部所包含着的对立统一的两个方面不仅都不能相互取代,这些文艺的关系之间之间和范围内畴内内包含着的对立的统一个个方面不仅不仅能能相互能取,0
12860,还是应该回到马克思,还是应该回到马克思,0
5571,他说动,她动说,1
11043,古希腊史诗叙事诗女神喀利奥帕,古希腊史诗叙事诗男神喀利奥帕,1
1379,其次我不仅是叙述他人行为或事件的完成者,其次我不仅是叙述她人行为或事件的完成者,1
8391,2研究方法21研究对象国际式摔跤选手20名中国式摔跤选手10名男子柔道选手10名,2研究方法21研究对象国际式摔跤手量2名名国式摔跤跤选选10名女女子柔道选手0名,1
9499,这也反映了他的重农思想,这也反映了她的重农思想,1
10226,他们走的路线是经过阿力麻里,她们走的路线是经过阿力麻里,1
949,要求服务者提供更廉洁更高效更精干的服务,要求服务者提供更罗洁更高效更精的服务,0
5073,体现读者的表现语义要求,体现读者的表现语义要求,0
7421,中国人过度信奉的家族排他主义阻碍了社会体系的进一步理性化,中国人过信度信的家族她她主义阻碍了社会体系的进一步性化,1
3162,在诱发功能的宿主中,在诱发功能的宿主中,0
8020,活动遵循趣味性可行性发展性和序列性的原则,活动遵循活味性可行性发展性和序列性的原则,0
12000,3全套编钟所发乐音,3全套钟钟所发乐音,0
4635,在很大程度上决定了国有企业和国有银行改革的成败,在很大程度上决定了国有企业和国有银行改革的败败,0
1320,不要让他们受委曲,不要让她们受曲,1
14559,其基本涵义为既满足当代人的需要,其基本涵义为既满足当代人的需要,0
12834,第三部分是与科学技术结合的艺术设计作品,第三部分是与科学技术结合的艺术设计作,0
682,他们所组织的比赛是得到政府承认和法律保护的,她们所组织的比赛是得到政府承认和法律保护的,1
3742,坚决拒之门外,坚决拒之外外,0
43,对市民而言,对市民而言,0
1792,44β,44β,0
13437,也必然是行不通的,也必然是行不通的,0
7305,而且还是诗人获得生活艺术的最感性的教材,而且还是诗人获得生活艺术的最感性的教材,0
11233,可以先从经济增长的速度波动质量和绩效等四个方面进行考察,可以先从经济增长的速度波动质量和效率等四个方面进行考察,0
5047,但这是不可能的,但这是不可的的,0
205,他对涅克拉索夫的复仇和悲哀的缪斯的分析,她对涅克拉索夫的复仇和悲哀的缪斯的分析,1
3163,且锋芒直指老先生老教授或名流亦或且老且名的饱学之士,且直锋直指女士老教授或或名之或且且老名名的饱学之士,1
13890,但多变中有不变,但变变中有不变,0
3120,当购并的交易费用高到比重新建厂更加昂贵时,当消费的交易费用高到比重新建厂更加昂雌时,0
6678,1997作者简介瞿福平男,1997作者简介瞿福平女,1
3614,进一步深化思想政治教育的改革,进一步深化思想政治教育的改革,0
13257,筛选出了与农业总产值增长有重大影响的六大因素,筛选出了与农业总产值增长有重大影响的六大因素,0
3695,这意味着在过去排放量大的国家应该承担主要削减责任第3种是继承祖父式原则,这意味着过去放放排量大的国家应该承担主要削减责任第3种是继承祖母原则,1
10165,中国女排前教练邓若曾指出,中国男排前教练若若曾指出,1
9254,高阳说了解历史,高阳说了解历史,0
